genus,Changhsingian,Griesbachian,Dienerian,Smithian,Spathian,Aegean,Bithynian,Pelsonian,Illyrian,Anisian
Paraschizodus,1,0,0,0,0,0,0,0,0,0
Parasibirites,0,0,0,0,1,0,0,0,0,0
Parasphingites,0,0,0,0,0,0,1,0,0,1
Paraspidites,0,0,0,1,0,0,0,0,0,0
Paraspiriferina,1,0,0,0,0,0,0,0,0,0
Parastephanites,0,0,0,1,0,0,0,0,0,0
Parasturia,0,0,0,0,0,0,0,0,1,1
Parasulcatinella,0,0,0,0,0,0,0,0,0,1
Paratirolites,1,0,0,1,0,0,0,0,0,0
Parussuria,0,0,0,1,1,0,0,0,0,0
Parvichonetes,1,0,0,0,0,0,0,0,0,0
Paryphella,1,1,0,0,0,0,0,0,0,0
Pashtunites,0,0,1,1,0,0,0,0,0,0
Patella,0,0,0,0,0,0,0,0,0,1
Patellilabia,1,0,0,0,0,0,0,0,0,0
Paucispinauriinae,1,0,0,0,0,0,0,0,0,0
Pearylandites,0,0,0,0,0,1,0,0,0,0
Pecten,0,1,1,1,1,0,0,1,1,1
Pectenoproductus,1,0,0,0,0,0,0,0,0,0
Pectinida,1,1,0,1,0,0,0,0,0,0
Pectinidae,0,0,0,0,1,0,1,0,0,0
Pectinoidea,1,0,0,1,1,1,0,0,0,1
Pegmavalvula,0,0,0,0,1,0,0,0,0,0
Peltichia,1,0,0,0,0,0,0,0,0,0
Penglaites,1,0,0,0,0,0,0,0,0,0
Peniculauris,1,0,0,0,0,0,0,0,0,0
Pennospiriferinoidea,1,0,0,0,0,0,0,0,0,0
Pentagonoceras,1,0,0,0,0,0,0,0,0,0
Periallus,0,0,1,1,0,0,0,0,0,0
Peribositra,1,1,0,0,0,0,0,0,0,0
Peribositria,0,0,1,1,1,0,0,0,1,1
Periclaraia,0,0,0,0,1,1,1,0,0,0
Perigeyerella,1,1,0,0,0,0,0,0,0,0
Peripleurocyclus,0,0,0,0,0,0,0,0,0,1
Permasyrinx,1,0,0,0,0,0,0,0,0,0
Permianaia,1,0,0,0,0,0,0,0,0,0
Permianella,1,0,0,0,0,0,0,0,0,0
Permianellidae,1,0,0,0,0,0,0,0,0,0
Permoperna,1,0,0,0,0,0,0,0,0,0
Permophorus,1,1,1,1,1,0,0,0,0,1
Permophricodothyris,1,0,0,0,0,0,0,0,0,0
Permundaria,1,0,0,0,0,0,0,0,0,0
Pernodoceras,1,0,0,0,0,0,0,0,0,0
Pernopecten,1,0,1,1,1,0,0,0,0,0
Peruvispira,1,0,0,0,0,0,0,0,0,0
Pexidella,0,0,0,0,0,0,0,1,1,1
Phaenodesmia,0,0,0,0,0,0,0,1,1,0
Phestia,1,0,0,0,0,0,0,0,0,0
Philippiella,0,0,0,0,0,0,0,0,1,1
Philippites,0,0,0,0,0,0,0,1,1,1
Phisonites,1,0,0,0,0,0,0,0,0,0
Pholadomya,0,0,0,0,1,0,0,0,0,0
Phricodothyris,1,0,0,0,0,0,0,0,0,0
Phyllocladiscites,0,0,0,0,0,0,1,1,1,1
Phyllosphaerites,0,0,0,0,0,0,1,0,0,0
Phymatopleura,1,0,0,0,0,0,0,0,0,0
Physocardia,0,0,0,0,0,0,0,1,0,0
Piarorhynchella,0,0,1,1,1,0,1,0,0,0
Piarorhynchia,0,0,0,0,0,0,0,0,1,1
Pinacoceras,0,0,0,0,0,0,0,0,0,1
Pinna,0,0,0,1,1,0,1,0,1,1
Pirithyris,0,0,0,0,0,1,0,0,0,0
Placunopsis,0,0,0,1,1,0,1,1,1,1
Plagiostoma,1,0,0,0,1,1,1,1,1,1
Planodiscoceras,1,0,0,0,0,0,0,0,0,0
Platycancrinella,1,0,0,0,0,0,0,0,0,0
Platyceratidae,1,0,0,0,0,0,0,0,0,0
Platychilina,0,0,0,0,0,0,0,0,0,1
Platycuccoceras,0,0,0,0,0,0,1,1,0,1
Platyteichum,1,0,0,0,0,0,0,0,0,0
Platyzona,1,1,0,0,0,0,0,0,0,0
Plekonella,1,0,0,0,0,0,0,0,0,0
Pleurikodonta,1,0,0,0,0,0,0,0,0,0
Pleurofrechites,0,0,0,0,0,0,0,0,1,1
Pleurogyronites,0,0,1,0,0,0,0,0,0,0
Pleuromya,0,1,1,1,1,1,1,1,1,1
Pleuronectites,0,1,1,1,1,0,1,1,1,1
Pleuronodoceras,1,0,0,0,0,0,0,0,0,0
Pleuronodoceratidae,1,0,0,0,0,0,0,0,0,0
Pleurophorus,1,0,0,0,0,0,0,0,0,0
Pleurotomaria,1,1,0,1,1,0,0,1,0,1
Pleurotomarioidea,1,0,0,0,0,0,0,0,0,0
Plicatifera,1,0,0,1,0,0,0,0,0,0
Plicatula,0,0,0,0,0,0,0,1,0,0
Plicatus,1,0,0,0,0,0,0,0,0,0
Plicochonetes,1,0,0,0,0,0,0,0,0,0
Plocezyga,1,0,0,0,0,0,0,0,0,0
Polidevcia,1,0,0,0,0,0,0,1,0,0
Polinices,0,0,0,0,1,0,0,0,1,1
Polygyrina,1,1,1,1,1,0,1,1,1,1
Pondospirifer,1,0,0,0,0,0,0,0,0,0
Pontisiinae,0,1,0,0,0,0,0,0,0,0
Popanoceras,0,0,0,0,1,0,0,0,1,1
Popovites,0,0,0,0,1,0,0,0,0,0
Porcellia,1,0,0,0,0,0,0,0,0,0
Portneufia,0,0,0,0,1,0,0,0,0,0
Posidonia,1,1,1,1,1,0,0,1,1,1
Posidoniella,1,0,0,0,0,0,0,0,0,0
Posidonomya,1,1,0,0,1,0,0,0,0,1
Praechlamys,1,1,0,0,1,0,0,1,0,1
Praecubanothyris,0,0,0,0,0,0,0,0,0,1
Praedicerocardium,0,0,0,0,0,0,1,0,0,0
Praeotapiria,0,0,0,0,1,0,0,0,0,0
Praepinacoceras,0,0,0,0,0,0,0,1,1,1
Praesibirites,0,0,0,0,1,0,0,0,0,0
Praeundulomya,1,0,0,0,0,0,0,0,0,0
Predazzella,0,0,0,0,0,0,0,0,1,0
Preflorianites,0,0,1,1,1,0,0,0,0,0
Preflorianitoides,0,0,0,0,1,0,0,0,0,0
Prelissorhynchia,1,1,0,0,0,0,0,0,0,0
Prenkites,0,0,0,1,1,0,0,0,0,0
Prionites,0,0,1,1,0,0,0,0,0,0
Prionitidae,0,0,0,1,0,0,0,0,0,0
Prionolobus,1,1,1,1,0,0,0,0,0,0
Proarcestes,0,0,0,0,0,1,1,1,1,1
Proavites,0,0,0,0,0,0,0,1,1,0
Procarnites,0,0,0,0,1,1,0,0,0,1
Procladiscites,0,0,0,0,1,1,1,1,1,1
Procolumbites,0,0,0,0,1,0,0,0,0,0
Procurvoceratites,0,0,0,1,0,0,0,0,0,0
Productida,1,1,0,0,0,0,0,0,0,0
Productina,1,0,0,0,0,0,0,0,0,0
Productoidea,1,0,0,0,0,0,0,0,0,0
Productus,1,1,0,0,0,0,0,0,0,0
Progonoceratites,0,0,0,0,0,0,0,0,0,1
Proharpoceras,0,0,0,1,0,0,0,0,0,0
Prohungarites,0,0,0,0,1,0,0,0,0,0
Promathilda,0,0,0,1,0,0,0,0,0,1
Promathildia,0,0,0,0,0,0,0,1,0,1
Promyalina,1,1,1,1,1,0,0,0,0,0
Promysidiella,0,1,1,1,1,1,1,1,1,1
Promytilus,1,0,0,0,1,0,0,0,0,0
Pronoetlingites,0,0,0,0,0,0,1,1,0,0
Proptychites,0,1,1,1,0,0,0,0,0,0
Proptychitidae,0,0,1,1,0,0,0,0,0,0
Proptychitoides,0,0,0,1,1,1,0,0,0,0
Propupaspira,1,0,0,0,0,0,0,0,0,0
Prosoleptus,0,0,0,0,0,0,0,1,0,1
Prosphingites,0,0,0,1,1,0,0,0,0,0
Prosphingitoides,0,0,0,1,0,0,0,0,0,0
Prospondylus,1,0,0,0,0,0,0,1,0,1
Proteusites,0,0,0,0,0,0,0,1,0,1
Protogusarella,0,0,0,0,1,0,0,0,0,0
Protonerita,0,0,0,0,1,0,1,0,0,1
Protopis,0,0,0,1,1,0,0,0,1,1
Protorcula,0,0,0,0,0,0,0,1,0,0
Protostrea,0,0,0,0,0,0,0,1,0,1
Protostylus,1,0,0,0,0,0,0,0,0,0
Prototoceras,1,0,0,0,0,0,0,0,0,0
Protrachyceras,0,0,0,0,0,0,1,0,1,1
Protropites,0,0,0,0,1,0,0,0,0,0
Pseudacrochordiceras,0,0,0,0,1,0,0,0,0,0
Pseudaspenites,0,0,1,1,0,0,0,0,0,0
Pseudaspidites,0,0,1,1,1,0,0,0,0,0
Pseudobaylea,1,0,0,0,0,0,0,0,0,0
Pseudoceltites,0,0,0,1,1,0,0,0,0,0
Pseudocorbula,0,0,1,0,1,1,1,1,1,1
Pseudodanubites,0,0,0,0,0,0,1,1,0,1
Pseudoflemingites,0,0,0,1,0,0,0,0,0,0
Pseudogalfettites,0,0,0,1,0,0,0,0,0,0
Pseudogastrioceras,1,0,0,0,0,0,0,0,0,0
Pseudohollandites,0,0,0,0,0,0,1,0,0,1
Pseudokeyserlingites,0,0,0,0,0,1,0,0,0,0
Pseudolabaia,1,0,0,0,0,0,0,0,0,0
Pseudolimea,0,0,0,0,1,0,0,0,0,1
Pseudomelania,0,0,0,0,0,0,0,0,0,1
Pseudomonotidae,1,0,0,0,0,0,0,0,0,0
Pseudomonotis,1,1,1,1,1,0,0,1,1,1
Pseudomurchisonia,0,1,1,0,0,0,0,0,0,0
Pseudomyoconcha,0,0,0,0,1,1,0,1,0,1
Pseudopermophorus,0,0,0,0,1,0,0,0,0,0
Pseudoplacunopsis,0,0,0,0,0,0,0,1,0,0
Pseudoproptychites,0,1,1,1,0,0,0,0,0,0
Pseudoprosphingites,0,0,0,1,1,0,0,0,0,0
Pseudopugnax,1,0,0,0,0,0,0,0,0,0
Pseudosageceras,0,1,1,1,1,1,0,0,0,1
Pseudoscalites,0,0,0,0,0,0,0,1,0,0
Pseudospiriferina,0,0,0,0,1,1,0,1,1,1
Pseudostephanites,1,0,0,0,0,0,0,0,0,0
Pseudostreptorhynchus,1,0,0,0,0,0,0,0,0,0
Pseudosvalbardiceras,0,0,0,0,1,0,0,0,0,0
Pseudotirolites,1,0,0,0,0,0,0,0,0,0
Pseudotoceras,1,0,0,0,0,0,0,0,0,0
Pseudotritonium,0,0,0,1,0,0,0,0,0,0
Pseudowellerella,1,0,0,0,0,0,0,0,0,0
Pseudozygopleura,1,0,0,0,0,0,0,0,0,0
Pseudozygopleuridae,0,1,0,0,0,0,0,0,0,0
Psilocamara,1,0,0,0,0,0,0,0,0,0
Psilocladiscites,0,0,0,0,0,0,1,0,0,1
Psilosturia,0,0,0,0,0,1,1,1,1,1
Pteria,1,1,1,1,1,0,1,1,0,1
Pterinea,0,0,0,0,0,0,0,0,0,1
Pterineidae,1,0,0,0,0,0,0,0,0,0
Pterinopectinidae,1,0,0,0,0,0,0,0,0,0
Pterioida,1,0,0,0,1,0,0,0,0,0
Pterioidea,1,0,0,0,1,0,0,0,0,0
Pteriomorphia,0,0,0,0,0,0,0,0,0,1
Pteroclaraia,0,0,1,0,0,0,0,0,0,0
Pterohalobia,0,0,0,0,0,0,0,0,0,1
Pteronites,1,0,0,0,0,0,0,0,0,0
Pteroplecta,1,0,0,0,0,0,0,0,0,0
Ptychites,0,0,0,0,0,1,1,1,1,1
Ptychobellerophon,1,0,0,0,0,0,0,0,0,0
Ptychomentzelia,0,0,0,0,0,1,1,1,0,0
Ptychomphalina,1,0,0,0,0,0,0,0,0,1
Ptychomphalus,0,0,0,0,0,0,0,0,0,1
Ptychopopanoceras,0,0,0,0,0,0,0,0,0,1
Ptychopteria,1,0,0,0,0,0,0,0,0,0
Ptychosphaera,1,0,0,0,0,0,0,0,0,0
Ptychosphaerites,0,0,0,0,0,0,0,1,0,0
Pugnax,1,0,0,0,0,0,0,0,0,0
Punctospirella,0,0,0,0,0,0,1,1,1,1
Punctospirifer,1,0,0,0,0,0,0,0,0,0
Punjabites,0,0,0,1,0,0,0,0,0,0
Pustula,1,1,0,0,0,0,0,0,0,0
Pustulifer,0,0,0,0,0,0,0,0,0,1
Pustuloplica,1,0,0,0,0,0,0,0,0,0
Pygmochonetes,1,0,0,0,0,0,0,0,0,0
Pyramus,1,0,0,0,0,0,0,0,0,0
Qianjiangoceras,1,0,0,0,0,0,0,0,0,0
Qilianoconcha,0,0,0,0,0,0,0,0,0,1
Qinghaispiriferina,0,0,0,0,0,1,0,0,0,1
Qinglongia,1,0,0,0,0,0,0,0,0,0
Qinglongites,1,0,0,0,0,0,0,0,0,0
Qingyaniola,0,0,0,0,0,0,0,0,0,1
Qingyenia,0,0,0,0,0,0,0,1,0,0
Qispiriferina,0,0,0,0,0,0,0,0,0,1
Quinquenella,1,0,0,0,0,0,0,0,0,0
Radioceras,0,0,1,1,0,0,0,0,0,0
Radioprionites,0,0,0,1,0,0,0,0,0,0
Ramina,0,0,0,0,0,0,0,0,0,1
Ramonalina,0,0,0,0,0,0,0,1,0,1
Ramusatomaria,0,0,0,0,0,0,0,0,1,0
Rasatomaria,0,0,0,0,0,0,1,0,1,0
Rectambitus,1,0,0,0,0,0,0,0,0,0
Reiflingites,0,0,0,0,0,0,1,1,1,0
Reitziites,0,0,0,0,0,0,0,0,1,0
Repossia,0,0,0,0,0,0,0,0,1,0
Reticulariina,1,0,0,0,0,0,0,0,0,0
Reticulatia,1,0,0,0,0,0,0,0,0,0
Retimarginifera,1,0,0,0,0,0,0,0,0,0
Retiogastrioceras,1,0,0,0,0,0,0,0,0,0
Retispira,1,1,0,0,0,0,0,0,0,0
Retzia,1,0,0,0,0,0,0,1,0,1
Rhaetina,0,0,0,0,1,0,1,0,0,0
Rhaphistomella,1,0,0,0,0,0,0,1,0,0
Rhipidomella,1,0,0,0,0,0,0,0,0,0
Rhynchonella,0,0,0,0,1,0,0,1,1,1
Rhynchonellata,0,1,0,0,0,0,0,0,0,0
Rhynchonellida,1,1,0,1,1,0,0,1,0,1
Rhynchonellidae,1,1,0,0,1,0,0,0,0,0
Rhynchonelliformea,1,1,0,0,0,0,0,0,0,0
Rhynchopterus,0,0,0,0,0,0,0,0,1,0
Richthofenia,1,0,0,0,0,0,0,0,0,0
Richthofeniidae,1,0,0,0,0,0,0,0,0,0
Rieberites,0,0,0,0,0,0,0,0,1,0
Rieppelites,0,0,0,0,0,0,0,1,1,1
Rinaldoella,0,0,0,0,0,0,0,1,0,1
Riselloidea,0,0,0,0,0,0,0,1,0,1
Robinsonites,0,0,0,0,0,1,1,0,0,0
Rohillites,0,0,0,1,0,0,0,0,0,0
Romaniamya,0,0,0,0,0,0,1,0,0,0
Ronconites,0,0,0,0,0,0,0,0,1,0
Rongjiangoceras,1,0,0,0,0,0,0,0,0,0
Roopnarinites,0,0,0,1,0,0,0,0,0,0
Rostranteris,1,0,0,0,0,0,0,0,0,0
Rotodiscoceras,1,0,0,0,0,0,0,0,0,0
Royalella,1,0,0,0,0,0,0,0,0,0
Rudolftruempyiceras,0,0,0,0,1,0,0,0,0,0
Rufilla,0,0,0,0,0,0,0,0,1,0
Rugaria,1,0,0,0,0,0,0,0,0,0
Rugiclaraia,0,0,1,0,0,0,0,0,0,0
Rugicostella,1,0,0,0,0,0,0,0,0,0
Rugivestis,1,0,0,0,0,0,0,0,0,0
Rutorhynchia,0,0,0,0,0,0,0,1,0,0
Sabaliceras,1,0,0,0,0,0,0,0,0,0
Sacothyris,0,0,0,0,0,0,0,1,0,0
Saeptathaerus,1,0,0,0,0,0,0,0,0,0
Safraites,0,0,0,1,0,0,0,0,0,0
Sageceras,1,0,0,0,0,1,1,1,1,1
Sakhaites,0,0,1,1,0,0,0,0,0,0
Sakhaitoides,0,0,1,0,0,0,0,0,0,0
Salterites,0,0,0,0,0,0,0,0,0,1
Sanguinolites,1,0,0,0,0,0,0,0,0,0
Sarepta,1,0,0,0,1,1,0,0,1,0
Sarytchevinella,1,0,0,0,0,0,0,0,0,0
Scacchinella,1,0,0,0,0,0,0,0,0,0
Scalaria,0,0,0,0,0,0,0,0,0,1
Schafhaeutlia,0,1,0,0,1,1,1,1,1,1
Schellwienella,1,0,0,0,0,0,0,0,0,0
Schizodus,1,0,0,0,0,0,0,0,0,0
Schizogonium,0,0,0,0,0,0,0,1,1,1
Schizoloboceras,1,0,0,0,0,0,0,0,0,0
Schizophoria,1,0,0,0,0,0,0,0,0,0
Schrenkiella,1,0,0,0,0,0,0,0,0,0
Schreyerites,0,0,0,0,0,0,0,1,1,1
Schuchertella,1,0,0,0,0,0,0,0,0,0
Schwagerispira,0,0,0,1,0,1,1,1,1,1
Scurria,0,0,0,0,0,0,0,0,0,1
Scurriopsis,0,0,0,0,1,0,0,1,0,1
Scythentolium,0,1,1,1,1,0,1,0,0,0
Sedgwickia,1,0,0,0,0,0,0,0,0,0
Selenimyalina,1,0,0,0,0,0,0,0,0,0
Selongthyris,0,0,0,1,0,0,0,0,0,0
Sementiconcha,0,0,0,1,1,0,0,0,0,0
Semibrachythyrina,1,0,0,0,0,0,0,0,0,0
Semiornites,0,0,0,0,0,0,0,1,1,1
Septaliphorioidea,0,0,0,0,0,0,0,1,0,1
Septifer,0,0,0,0,0,0,0,0,0,1
Septimyalina,1,0,0,0,0,0,0,0,0,0
Septospirigerella,1,0,0,0,0,0,0,0,0,0
Serania,0,0,0,0,0,0,0,0,0,1
Serpianites,0,0,0,0,0,0,0,0,1,0
Shamaraites,0,0,1,1,0,0,0,0,0,0
Shangganites,0,1,1,0,0,0,0,0,0,0
Shangsilites,1,0,0,0,0,0,0,0,0,0
Shevyrevites,1,0,0,0,0,0,0,0,0,0
Shigetaceras,0,0,0,1,0,0,0,0,0,0
Shimanskyites,0,0,0,1,0,0,0,0,0,0
Sibirites,0,0,0,0,1,0,0,0,0,0
Sibyllites,0,0,0,0,0,0,0,0,0,1
Sichuanothyris,1,0,0,0,0,0,0,0,0,0
Silberlingeria,0,0,0,1,1,0,0,0,0,0
Silberlingites,0,0,0,0,0,1,0,0,0,0
Silberlingitoides,0,0,0,0,0,0,0,0,1,1
Silesiathyris,0,0,0,0,0,0,0,1,1,1
Simplicisulcus,1,0,0,0,0,0,0,0,0,0
Sinbadiella,0,0,0,1,0,0,0,0,0,0
Sinoceltites,1,0,0,0,0,0,0,0,0,0
Sinoglottidia,1,1,0,0,0,0,0,0,0,0
Sinolingularia,0,1,0,0,0,0,0,0,0,0
Sinorhynchia,0,0,0,0,0,0,0,1,0,0
Sinuarbullina,0,1,1,0,0,0,0,0,0,0
Sinucosta,0,0,0,0,0,1,0,1,1,1
Sinucostella,0,0,0,0,0,0,0,0,0,1
Sinuitina,1,0,0,0,0,0,0,0,0,0
Sirenotrachyceras,0,0,0,0,0,0,0,0,0,1
Sisenna,0,0,0,0,0,0,1,1,1,1
Smithoceras,0,0,0,0,0,0,0,0,0,1
Solariconulus,0,0,0,0,1,0,0,0,0,0
Solemya,1,0,0,1,0,0,0,0,1,1
Soleniscus,1,0,0,1,0,0,0,0,0,0
Songzichonetes,1,0,0,0,0,0,0,0,0,0
Sowerbina,1,0,0,0,0,0,0,0,0,0
Speciothyris,1,1,0,0,0,0,0,0,0,0
Spengleria,1,0,0,0,0,0,0,0,0,0
Sphaera,0,0,0,0,0,0,1,0,0,1
Sphaeriola,1,0,0,0,0,0,0,0,0,0
Spinomarginifera,1,1,0,0,0,0,0,0,0,0
Spinomartinia,1,0,0,0,0,0,0,0,0,0
Spirelytha,1,0,0,0,0,0,0,0,0,0
Spirifer,1,0,0,0,0,0,0,0,0,1
Spiriferella,1,0,0,0,0,0,0,0,0,0
Spiriferellina,1,0,0,0,0,0,0,0,0,0
Spiriferida,1,0,0,1,0,0,0,0,0,0
Spiriferidae,1,0,0,0,0,0,0,0,0,0
Spiriferidina,1,0,0,0,0,0,0,0,0,0
Spiriferina,0,1,0,1,0,0,0,1,1,1
Spiriferinoidea,1,0,0,0,0,0,0,0,0,0
Spiriferoidea,0,0,0,0,1,0,0,0,0,0
Spirigera,0,0,0,0,0,0,0,1,0,1
Spirigerella,1,0,0,0,0,0,0,0,0,0
Spirigerellina,1,0,0,1,1,1,1,1,1,1
Spirigerellinae,1,0,0,0,0,0,0,0,0,0
Spirochrysalis,0,0,0,0,1,0,0,1,0,0
Spiroscala,1,0,0,0,0,0,0,0,0,0
Spirostylus,0,0,0,0,0,0,1,1,0,1
Spirovallum,1,0,0,0,0,0,0,0,0,0
Squamularia,1,0,0,0,0,0,0,0,0,0
Stacheites,0,0,0,0,1,0,0,0,0,1
Stachella,1,1,0,0,0,0,0,0,0,0
Stacheoceras,1,0,0,0,0,0,0,0,0,0
Stannakhites,0,0,0,0,0,0,1,0,0,1
Steckites,0,0,0,1,0,0,0,0,0,0
Stenophyllites,0,0,0,0,1,1,0,0,0,0
Stenopopanoceras,0,0,0,0,0,1,1,1,0,1
Stenoscisma,1,0,0,0,0,0,0,0,0,0
Stepanoviella,1,0,0,0,0,0,0,0,0,0
Stephanites,0,0,0,1,0,0,0,0,0,0
Stipulina,1,0,0,0,0,0,0,0,0,0
Stolzenburgiella,0,0,0,0,0,0,0,0,0,1
Stoppaniceras,0,0,0,0,0,0,0,0,1,0
Stoyanowites,1,0,0,0,0,0,0,0,0,0
Straparella,1,0,0,0,0,0,0,0,0,0
Straparollus,1,0,0,0,0,0,0,1,0,0
Streblochondria,1,0,0,1,0,0,0,0,0,0
Streblopermia,1,0,0,0,0,0,0,0,0,0
Streblopteria,1,0,0,0,0,0,0,0,0,0
Streblopterinella,0,0,0,1,1,0,0,0,0,0
Streptacis,1,1,0,0,0,0,0,0,0,0
Streptorhynchinae,1,0,0,0,0,0,0,0,0,0
Streptorhynchus,1,0,0,0,0,0,0,0,0,0
Striacingulum,0,0,0,0,0,0,0,0,1,0
Striatospica,1,0,0,0,0,0,0,0,0,0
Strigogoniatites,1,0,0,0,0,0,0,0,0,0
Strobeus,1,1,1,1,0,0,0,0,0,1
Strophalosia,1,0,0,0,0,0,0,0,0,0
Strophalosiidae,1,0,0,0,0,0,0,0,0,0
Strophalosiina,1,0,0,0,0,0,0,0,0,0
Strotostoma,1,0,0,0,0,0,0,0,0,0
Stuoraxis,1,0,0,0,0,0,0,0,0,0
Stuorella,0,0,0,0,0,0,0,1,1,0
Sturia,0,0,0,0,0,1,1,1,1,1
Stutchburia,1,1,1,0,0,0,0,0,0,0
Subacerites,0,0,1,0,0,0,0,0,0,0
Subalbanites,0,0,0,1,0,0,0,0,0,0
Subbalhaeceras,0,0,0,1,0,0,0,0,0,0
Subcolumbites,0,0,0,0,1,0,0,0,0,0
Subeothinites,1,0,0,0,0,0,0,0,0,0
Subfengshanites,0,0,0,0,1,0,0,0,0,0
Subflemingites,0,0,0,1,0,0,0,0,0,0
Subhungarites,0,0,0,0,1,0,0,0,0,0
Subinyoites,0,0,1,1,0,0,0,0,0,0
Submeekoceras,0,0,1,1,1,0,0,0,0,0
Subolenekites,0,0,0,0,1,0,0,0,0,0
Subowenites,0,0,0,1,0,0,0,0,0,0
Subradioceras,0,0,0,1,0,0,0,0,0,0
Subtilichonetes,1,0,0,0,0,0,0,0,0,0
Subvishnuites,0,0,0,1,1,0,0,0,0,0
Sulcatinella,0,0,0,0,1,0,1,1,0,1
Sulcirugaria,1,0,0,0,0,0,0,0,0,0
Sulcispiriferina,1,0,0,0,0,0,0,0,0,0
Sulcorhynchia,0,0,0,0,0,0,0,0,0,1
Sulioticeras,0,0,0,0,1,0,0,0,0,1
Sutchanites,1,0,0,0,0,0,0,0,0,0
Svalbardiceras,0,0,0,1,1,1,0,0,0,0
Syrella,1,0,0,0,0,0,0,0,0,0
Syringothyrididae,1,0,0,0,0,0,0,0,0,0
Syringothyridoidea,1,0,0,0,0,0,0,0,0,0
Syringothyris,1,0,0,0,0,0,0,0,0,0
Taeniothaerus,1,0,0,0,0,0,0,0,0,0
Tahua,0,0,0,0,0,0,0,0,0,1
Taimyria,1,0,0,0,0,0,0,0,0,0
Taimyrites,0,0,0,0,0,1,0,0,0,0
Taimyrodon,0,0,0,0,1,1,1,1,1,1
Taimyronectes,0,0,0,0,0,1,0,0,1,0
Tambanella,1,0,0,0,0,0,0,0,0,0
Tancredia,0,0,0,0,0,0,0,0,0,1
Tapashanites,1,0,0,0,0,0,0,0,0,0
Tapashanitidae,1,0,0,0,0,0,0,0,0,0
Tapes,0,0,0,0,0,0,0,0,0,1
Tapponnierites,0,0,0,0,1,0,0,0,0,0
Tardicolumbites,0,0,0,0,1,0,0,0,0,0
Tarimathyris,1,0,0,0,0,0,0,0,0,0
Tautosia,1,0,0,0,0,0,0,0,0,0
Tectarea,1,0,0,0,0,0,0,0,0,0
Tectospira,0,0,0,0,0,0,0,0,0,1
Tellerites,0,0,0,1,1,0,0,0,0,0
Tellina,0,0,0,0,0,0,0,0,0,1
Temnotropis,0,0,0,0,0,0,0,1,1,0
Tenuichonetes,1,0,0,0,0,0,0,0,0,0
Terebratula,0,1,1,0,0,0,0,0,1,1
Terebratulida,0,0,0,0,1,0,0,1,1,1
Terebratulidina,0,0,0,1,0,0,0,0,0,0
Terebratuloidea,1,1,0,0,0,0,0,0,0,0
Terquemia,0,1,0,0,0,1,0,1,1,1
Terquemiidae,0,0,0,0,0,0,0,1,0,0
Terrakea,1,0,0,0,0,0,0,0,0,0
Teserina,1,0,0,0,0,0,0,0,0,0
Tethyochonetes,1,0,0,0,0,0,0,0,0,0
Tethysiella,1,0,0,0,0,0,0,0,0,0
Tetractinella,0,0,0,0,0,0,1,1,1,1
Tetsaoceras,0,0,0,0,0,0,1,1,0,1
Texturaspira,0,0,0,0,0,0,0,1,1,1
Thanamites,0,0,0,0,0,0,0,0,1,0
Thecocyrtella,0,0,0,0,0,0,0,1,0,1
Thecocyrtelloidea,0,0,0,0,0,0,0,1,0,0
Thermalites,0,0,0,1,0,0,0,0,0,0
Thracia,0,0,0,0,0,0,0,0,0,1
Thyratryaria,0,0,0,1,0,0,0,0,0,0
Tianjunospina,0,0,0,0,0,0,0,0,0,1
Tibetothyris,0,0,0,0,0,0,0,0,0,1
Ticinites,0,0,0,0,0,0,0,0,1,0
Timites,0,0,0,0,0,0,0,0,0,1
Timoceras,0,0,0,0,1,0,0,0,0,0
Timoria,0,0,0,0,0,0,0,0,0,1
Tipispirifer,1,0,0,0,0,0,0,0,0,0
Tiramnia,1,0,0,0,0,0,0,0,0,0
Tirolites,0,0,0,1,1,0,0,0,0,0
Tjururpites,0,0,0,0,1,0,0,0,0,0
Tomiopsis,1,0,0,0,0,0,0,0,0,0
Tompophiceras,1,1,0,0,0,0,0,0,0,0
Tompoproptychites,0,0,1,0,0,0,0,0,0,0
Tongweispira,0,0,0,0,0,0,0,0,0,1
Tongzithyris,1,0,0,0,0,0,0,0,0,0
Tosapecten,0,0,0,0,0,0,0,0,0,1
Tosuhuthyris,0,0,0,0,0,1,0,0,0,1
Towapteria,1,1,1,0,0,0,0,0,0,0
Toxoconcha,0,0,1,0,0,0,0,1,0,1
Tozericeras,0,0,0,0,1,0,0,0,0,0
Tozerites,0,0,0,0,0,0,0,0,1,1
Trabeculatia,1,0,0,0,0,0,0,0,0,0
Trachybembix,1,0,1,0,0,0,0,0,1,0
Trachyceras,0,0,0,0,0,0,0,0,1,1
Trachydomia,1,0,0,0,0,0,0,0,0,0
Trachynerita,0,0,0,0,0,0,0,1,1,1
Trachyornites,0,0,0,0,0,0,0,0,0,1
Trachyspira,1,0,0,0,0,0,0,0,0,0
Trachyspiridae,0,0,1,0,0,0,0,0,0,0
Transcaucasathyris,1,0,0,0,0,0,0,0,0,0
Transennatia,1,0,0,0,0,0,0,0,0,0
Trentingula,1,1,1,1,0,0,0,0,0,0
Tretospira,0,0,0,0,0,0,0,0,0,1
Triaphorus,0,0,0,0,0,0,0,0,0,1
Triasorhynchia,0,0,0,0,0,0,0,0,0,1
